title$summary$tag$affiliation$summary_zh$tag_zh$url
Incremental 3D Semantic Scene Graph Prediction from RGB Sequences$  3D semantic scene graphs are a powerful holistic representation as theydescribe the individual objects and depict the relation between them. They arecompact high-level graphs that enable many tasks requiring scene reasoning. Inreal-world settings, existing 3D estimation methods produce robust predictionsthat mostly rely on dense inputs. In this work, we propose a real-timeframework that incrementally builds a consistent 3D semantic scene graph of ascene given an RGB image sequence. Our method consists of a novel incrementalentity estimation pipeline and a scene graph prediction network. The proposedpipeline simultaneously reconstructs a sparse point map and fuses entityestimation from the input images. The proposed network estimates 3D semanticscene graphs with iterative message passing using multi-view and geometricfeatures extracted from the scene entities. Extensive experiments on the 3RScandataset show the effectiveness of the proposed method in this challenging task,outperforming state-of-the-art approaches.$$$$$http://arxiv.org/pdf/2305.02743v2
Towards End-to-End Semi-Supervised Table Detection with Deformable  Transformer$  Table detection is the task of classifying and localizing table objectswithin document images. With the recent development in deep learning methods,we observe remarkable success in table detection. However, a significant amountof labeled data is required to train these models effectively. Manysemi-supervised approaches are introduced to mitigate the need for asubstantial amount of label data. These approaches use CNN-based detectors thatrely on anchor proposals and post-processing stages such as NMS. To tacklethese limitations, this paper presents a novel end-to-end semi-supervised tabledetection method that employs the deformable transformer for detecting tableobjects. We evaluate our semi-supervised method on PubLayNet, DocBank, ICADR-19and TableBank datasets, and it achieves superior performance compared toprevious methods. It outperforms the fully supervised method (Deformabletransformer) by +3.4 points on 10\\% labels of TableBank-both dataset and theprevious CNN-based semi-supervised approach (Soft Teacher) by +1.8 points on10\\% labels of PubLayNet dataset. We hope this work opens new possibilitiestowards semi-supervised and unsupervised table detection methods.$Semi-Supervised Learning、Deformable Transformer、Table Analysis、Table Detection$1Department of Computer Science, Technical University of Kaiserslautern, 67663 Kaiserslautern, Germany；2Mindgarage, Technical University of Kaiserslautern, 67663 Kaiserslautern, Germany；3Department of Computer Science, Luleå University of Technology, 971 87 Luleå, Sweden；4German Research Institute for Artiﬁcial Intelligence (DFKI), 67663 Kaiserslautern, Germany$本文提出了一种新的半监督方法，使用变形Transformer来检测表格对象，该方法在PubLayNet，DocBank，ICADR-19和TableBank数据集上进行了评估，并达到了比以前的方法更好的性能。我们希望这项工作能够为半监督和无监督的表格检测方法开辟新的可能性。$半监督学习、变形Transformer、表格分析、表格检测$http://arxiv.org/pdf/2305.02769v2
APR: Online Distant Point Cloud Registration Through Aggregated Point  Cloud Reconstruction$  For many driving safety applications, it is of great importance to accuratelyregister LiDAR point clouds generated on distant moving vehicles. However, suchpoint clouds have extremely different point density and sensor perspective onthe same object, making registration on such point clouds very hard. In thispaper, we propose a novel feature extraction framework, called APR, for onlinedistant point cloud registration. Specifically, APR leverages an autoencoderdesign, where the autoencoder reconstructs a denser aggregated point cloud withseveral frames instead of the original single input point cloud. Our designforces the encoder to extract features with rich local geometry informationbased on one single input point cloud. Such features are then used for onlinedistant point cloud registration. We conduct extensive experiments againststate-of-the-art (SOTA) feature extractors on KITTI and nuScenes datasets.Results show that APR outperforms all other extractors by a large margin,increasing average registration recall of SOTA extractors by 7.1% on LoKITTIand 4.6% on LoNuScenes. Code is available at https://github.com/liuQuan98/APR.$$$$$http://arxiv.org/pdf/2305.02893v2
DocDiff: Document Enhancement via Residual Diffusion Models$  Removing degradation from document images not only improves their visualquality and readability, but also enhances the performance of numerousautomated document analysis and recognition tasks. However, existingregression-based methods optimized for pixel-level distortion reduction tend tosuffer from significant loss of high-frequency information, leading todistorted and blurred text edges. To compensate for this major deficiency, wepropose DocDiff, the first diffusion-based framework specifically designed fordiverse challenging document enhancement problems, including documentdeblurring, denoising, and removal of watermarks and seals. DocDiff consists oftwo modules: the Coarse Predictor (CP), which is responsible for recovering theprimary low-frequency content, and the High-Frequency Residual Refinement (HRR)module, which adopts the diffusion models to predict the residual(high-frequency information, including text edges), between the ground-truthand the CP-predicted image. DocDiff is a compact and computationally efficientmodel that benefits from a well-designed network architecture, an optimizedtraining loss objective, and a deterministic sampling process with short timesteps. Extensive experiments demonstrate that DocDiff achieves state-of-the-art(SOTA) performance on multiple benchmark datasets, and can significantlyenhance the readability and recognizability of degraded document images.Furthermore, our proposed HRR module in pre-trained DocDiff is plug-and-playand ready-to-use, with only 4.17M parameters. It greatly sharpens the textedges generated by SOTA deblurring methods without additional joint training.Available codes: https://github.com/Royalvice/DocDiff$$$$$http://arxiv.org/pdf/2305.03892v1
Prompt What You Need: Enhancing Segmentation in Rainy Scenes with  Anchor-based Prompting$  Semantic segmentation in rainy scenes is a challenging task due to thecomplex environment, class distribution imbalance, and limited annotated data.To address these challenges, we propose a novel framework that utilizessemi-supervised learning and pre-trained segmentation foundation model toachieve superior performance. Specifically, our framework leverages thesemi-supervised model as the basis for generating raw semantic segmentationresults, while also serving as a guiding force to prompt pre-trained foundationmodel to compensate for knowledge gaps with entropy-based anchors. In addition,to minimize the impact of irrelevant segmentation masks generated by thepre-trained foundation model, we also propose a mask filtering and fusionmechanism that optimizes raw semantic segmentation results based on theprinciple of minimum risk. The proposed framework achieves superiorsegmentation performance on the Rainy WCity dataset and is awarded the firstprize in the sub-track of STRAIN in ICME 2023 Grand Challenges.$$$$$http://arxiv.org/pdf/2305.03902v1
Listen to Look into the Future: Audio-Visual Egocentric Gaze  Anticipation$  Egocentric gaze anticipation serves as a key building block for the emergingcapability of Augmented Reality. Notably, gaze behavior is driven by bothvisual cues and audio signals during daily activities. Motivated by thisobservation, we introduce the first model that leverages both the video andaudio modalities for egocentric gaze anticipation. Specifically, we propose aContrastive Spatial-Temporal Separable (CSTS) fusion approach that adopts twomodules to separately capture audio-visual correlations in spatial and temporaldimensions, and applies a contrastive loss on the re-weighted audio-visualfeatures from fusion modules for representation learning. We conduct extensiveablation studies and thorough analysis using two egocentric video datasets:Ego4D and Aria, to validate our model design. We also demonstrate improvementsover prior state-of-the-art methods. Moreover, we provide visualizations toshow the gaze anticipation results and provide additional insights intoaudio-visual representation learning.$$$$$http://arxiv.org/pdf/2305.03907v1
DBAT: Dynamic Backward Attention Transformer for Material Segmentation  with Cross-Resolution Patches$  The objective of dense material segmentation is to identify the materialcategories for every image pixel. Recent studies adopt image patches to extractmaterial features. Although the trained networks can improve the segmentationperformance, their methods choose a fixed patch resolution which fails to takeinto account the variation in pixel area covered by each material. In thispaper, we propose the Dynamic Backward Attention Transformer (DBAT) toaggregate cross-resolution features. The DBAT takes cropped image patches asinput and gradually increases the patch resolution by merging adjacent patchesat each transformer stage, instead of fixing the patch resolution duringtraining. We explicitly gather the intermediate features extracted fromcross-resolution patches and merge them dynamically with predicted attentionmasks. Experiments show that our DBAT achieves an accuracy of 86.85%, which isthe best performance among state-of-the-art real-time models. Like othersuccessful deep learning solutions with complex architectures, the DBAT alsosuffers from lack of interpretability. To address this problem, this paperexamines the properties that the DBAT makes use of. By analysing thecross-resolution features and the attention weights, this paper interprets howthe DBAT learns from image patches. We further align features to semanticlabels, performing network dissection, to infer that the proposed model canextract material-related features better than other methods. We show that theDBAT model is more robust to network initialisation, and yields fewer variablepredictions compared to other models. The project code is available athttps://github.com/heng-yuwen/Dynamic-Backward-Attention-Transformer.$$$$$http://arxiv.org/pdf/2305.03919v1
Annotation-efficient learning for OCT segmentation$  Deep learning has been successfully applied to OCT segmentation. However, fordata from different manufacturers and imaging protocols, and for differentregions of interest (ROIs), it requires laborious and time-consuming dataannotation and training, which is undesirable in many scenarios, such assurgical navigation and multi-center clinical trials. Here we propose anannotation-efficient learning method for OCT segmentation that couldsignificantly reduce annotation costs. Leveraging self-supervised generativelearning, we train a Transformer-based model to learn the OCT imagery. Then weconnect the trained Transformer-based encoder to a CNN-based decoder, to learnthe dense pixel-wise prediction in OCT segmentation. These training phases useopen-access data and thus incur no annotation costs, and the pre-trained modelcan be adapted to different data and ROIs without re-training. Based on thegreedy approximation for the k-center problem, we also introduce an algorithmfor the selective annotation of the target data. We verified our method onpublicly-available and private OCT datasets. Compared to the widely-used U-Netmodel with 100% training data, our method only requires ~10% of the data forachieving the same segmentation accuracy, and it speeds the training up to ~3.5times. Furthermore, our proposed method outperforms other potential strategiesthat could improve annotation efficiency. We think this emphasis on learningefficiency may help improve the intelligence and application penetration ofOCT-based technologies. Our code and pre-trained model are publicly availableathttps://github.com/SJTU-Intelligent-Optics-Lab/Annotation-efficient-learning-for-OCT-segmentation.$$$$$http://arxiv.org/pdf/2305.03936v1
Structural and Statistical Texture Knowledge Distillation for Semantic  Segmentation$  Existing knowledge distillation works for semantic segmentation mainly focuson transferring high-level contextual knowledge from teacher to student.However, low-level texture knowledge is also of vital importance forcharacterizing the local structural pattern and global statistical property,such as boundary, smoothness, regularity and color contrast, which may not bewell addressed by high-level deep features. In this paper, we are intended totake full advantage of both structural and statistical texture knowledge andpropose a novel Structural and Statistical Texture Knowledge Distillation(SSTKD) framework for semantic segmentation. Specifically, for structuraltexture knowledge, we introduce a Contourlet Decomposition Module (CDM) thatdecomposes low-level features with iterative Laplacian pyramid and directionalfilter bank to mine the structural texture knowledge. For statisticalknowledge, we propose a Denoised Texture Intensity Equalization Module (DTIEM)to adaptively extract and enhance statistical texture knowledge throughheuristics iterative quantization and denoised operation. Finally, eachknowledge learning is supervised by an individual loss function, forcing thestudent network to mimic the teacher better from a broader perspective.Experiments show that the proposed method achieves state-of-the-art performanceon Cityscapes, Pascal VOC 2012 and ADE20K datasets.$$$语义分割、纹理知识提取、深度神经网络。 $1.阿里云；2.上海交通大学计算机科学与工程系。 $http://arxiv.org/pdf/2305.03944v1
Feature Chirality in Deep Learning Models$  As deep learning applications extensively increase by leaps and bounds, theirinterpretability has become increasingly prominent. As a universal property,chirality exists widely in nature, and applying it to the explanatory researchof deep learning may be helpful to some extent. Inspired by a recent study thatused CNN (convolutional neural network), which applied visual chirality, todistinguish whether an image is flipped or not. In this paper, we study featurechirality innovatively, which shows how the statistics of deep learning models\'feature data are changed by training. We rethink the feature-level chiralityproperty, propose the feature chirality, and give the measure. Our analysis offeature chirality on AlexNet, VGG, and ResNet reveals similar but surprisingresults, including the prevalence of feature chirality in these models, theinitialization methods of the models do not affect feature chirality. Our workshows that feature chirality implies model evaluation, interpretability of themodel, and model parameters optimization.$$$$$http://arxiv.org/pdf/2305.03966v1
Multi-object Video Generation from Single Frame Layouts$  In this paper, we study video synthesis with emphasis on simplifying thegeneration conditions. Most existing video synthesis models or datasets aredesigned to address complex motions of a single object, lacking the ability ofcomprehensively understanding the spatio-temporal relationships among multipleobjects. Besides, current methods are usually conditioned on intricateannotations (e.g. video segmentations) to generate new videos, beingfundamentally less practical. These motivate us to generate multi-object videosconditioning exclusively on object layouts from a single frame. To solve abovechallenges and inspired by recent research on image generation from layouts, wehave proposed a novel video generative framework capable of synthesizing globalscenes with local objects, via implicit neural representations and layoutmotion self-inference. Our framework is a non-trivial adaptation from imagegeneration methods, and is new to this field. In addition, our model has beenevaluated on two widely-used video recognition benchmarks, demonstratingeffectiveness compared to the baseline model.$Video Synthesis, Multi-object Scene, Generative Modeling$Sun Yat-sen University$本文提出了一种新的视频生成框架，可从单帧布局中生成全局场景与局部对象的动态视频，通过隐式神经表征和布局运动自我推断。模型在两个广泛使用的视频识别基准上进行评估，证明了基线模型的有效性。$视频综合，多对象场景，生成建模$http://arxiv.org/pdf/2305.03983v1
LEO: Generative Latent Image Animator for Human Video Synthesis$  Spatio-temporal coherency is a major challenge in synthesizing high qualityvideos, particularly in synthesizing human videos that contain rich global andlocal deformations. To resolve this challenge, previous approaches haveresorted to different features in the generation process aimed at representingappearance and motion. However, in the absence of strict mechanisms toguarantee such disentanglement, a separation of motion from appearance hasremained challenging, resulting in spatial distortions and temporal jitteringthat break the spatio-temporal coherency. Motivated by this, we here proposeLEO, a novel framework for human video synthesis, placing emphasis onspatio-temporal coherency. Our key idea is to represent motion as a sequence offlow maps in the generation process, which inherently isolate motion fromappearance. We implement this idea via a flow-based image animator and a LatentMotion Diffusion Model (LMDM). The former bridges a space of motion codes withthe space of flow maps, and synthesizes video frames in a warp-and-inpaintmanner. LMDM learns to capture motion prior in the training data bysynthesizing sequences of motion codes. Extensive quantitative and qualitativeanalysis suggests that LEO significantly improves coherent synthesis of humanvideos over previous methods on the datasets TaichiHD, FaceForensics andCelebV-HQ. In addition, the effective disentanglement of appearance and motionin LEO allows for two additional tasks, namely infinite-length human videosynthesis, as well as content-preserving video editing.$Video synthesis (英文)$Author Affiliations: 1Shanghai Artiﬁcial Intelligence Laboratory, 2Monash University, 3Inria, Universit ´e Cˆote d’Azur$本文介绍了一种基于生成式模型的方法，可以用于合成高质量的人类视频，包括无条件视频生成、基于单个图像的有条件生成以及从初始图像进行视频编辑。 (中文)$视频合成（中文）$http://arxiv.org/pdf/2305.03989v1
Weighted Point Cloud Normal Estimation$  Existing normal estimation methods for point clouds are often less robust tosevere noise and complex geometric structures. Also, they usually ignore thecontributions of different neighbouring points during normal estimation, whichleads to less accurate results. In this paper, we introduce a weighted normalestimation method for 3D point cloud data. We innovate in two key points: 1) wedevelop a novel weighted normal regression technique that predicts point-wiseweights from local point patches and use them for robust, feature-preservingnormal regression; 2) we propose to conduct contrastive learning between pointpatches and the corresponding ground-truth normals of the patches\' centralpoints as a pre-training process to facilitate normal regression. Comprehensiveexperiments demonstrate that our method can robustly handle noisy and complexpoint clouds, achieving state-of-the-art performance on both synthetic andreal-world datasets.$$$$$http://arxiv.org/pdf/2305.04007v1
Exploring One-shot Semi-supervised Federated Learning with A Pre-trained  Diffusion Model$  Federated learning is a privacy-preserving collaborative learning approach.Recently, some studies have proposed the semi-supervised federated learningsetting to handle the commonly seen real-world scenarios with labeled data onthe server and unlabeled data on the clients. However, existing methods stillface challenges such as high communication costs, training pressure on theclient devices, and distribution differences among the server and the clients.In this paper, we introduce the powerful pre-trained diffusion models intofederated learning and propose FedDISC, a Federated Diffusion InspiredSemi-supervised Co-training method, to address these challenges. Specifically,we first extract prototypes from the labeled data on the server and send themto the clients. The clients then use these prototypes to predict pseudo-labelsof the local data, and compute the cluster centroids and domain-specificfeatures to represent their personalized distributions. After adding noise, theclients send these features and their corresponding pseudo-labels back to theserver, which uses a pre-trained diffusion model to conditionally generatepseudo-samples complying with the client distributions and train an aggregatedmodel on them. Our method does not require local training and only involvesforward inference on the clients. Our extensive experiments on DomainNet,Openimage, and NICO++ demonstrate that the proposed FedDISC method effectivelyaddresses the one-shot semi-supervised problem on Non-IID clients andoutperforms the compared SOTA methods. We also demonstrate throughvisualization that it is of neglectable possibility for FedDISC to leakprivacy-sensitive information of the clients.$$$$$http://arxiv.org/pdf/2305.04063v1
PointCMP: Contrastive Mask Prediction for Self-supervised Learning on  Point Cloud Videos$  Self-supervised learning can extract representations of good quality fromsolely unlabeled data, which is appealing for point cloud videos due to theirhigh labelling cost. In this paper, we propose a contrastive mask prediction(PointCMP) framework for self-supervised learning on point cloud videos.Specifically, our PointCMP employs a two-branch structure to achievesimultaneous learning of both local and global spatio-temporal information. Ontop of this two-branch structure, a mutual similarity based augmentation moduleis developed to synthesize hard samples at the feature level. By maskingdominant tokens and erasing principal channels, we generate hard samples tofacilitate learning representations with better discrimination andgeneralization performance. Extensive experiments show that our PointCMPachieves the state-of-the-art performance on benchmark datasets and outperformsexisting full-supervised counterparts. Transfer learning results demonstratethe superiority of the learned representations across different datasets andtasks.$$$$$http://arxiv.org/pdf/2305.04075v1
Transform-Equivariant Consistency Learning for Temporal Sentence  Grounding$  This paper addresses the temporal sentence grounding (TSG). Although existingmethods have made decent achievements in this task, they not only severely relyon abundant video-query paired data for training, but also easily fail into thedataset distribution bias. To alleviate these limitations, we introduce a novelEquivariant Consistency Regulation Learning (ECRL) framework to learn morediscriminative query-related frame-wise representations for each video, in aself-supervised manner. Our motivation comes from that the temporal boundary ofthe query-guided activity should be consistently predicted under variousvideo-level transformations. Concretely, we first design a series ofspatio-temporal augmentations on both foreground and background video segmentsto generate a set of synthetic video samples. In particular, we devise aself-refine module to enhance the completeness and smoothness of the augmentedvideo. Then, we present a novel self-supervised consistency loss (SSCL) appliedon the original and augmented videos to capture their invariant query-relatedsemantic by minimizing the KL-divergence between the sequence similarity of twovideos and a prior Gaussian distribution of timestamp distance. At last, ashared grounding head is introduced to predict the transform-equivariantquery-guided segment boundaries for both the original and augmented videos.Extensive experiments on three challenging datasets (ActivityNet, TACoS, andCharades-STA) demonstrate both effectiveness and efficiency of our proposedECRL framework.$$$$$http://arxiv.org/pdf/2305.04123v1
Context-Aware Chart Element Detection$  As a prerequisite of chart data extraction, the accurate detection of chartbasic elements is essential and mandatory. In contrast to object detection inthe general image domain, chart element detection relies heavily on contextinformation as charts are highly structured data visualization formats. Toaddress this, we propose a novel method CACHED, which stands for Context-AwareChart Element Detection, by integrating a local-global context fusion moduleconsisting of visual context enhancement and positional context encoding withthe Cascade R-CNN framework. To improve the generalization of our method forbroader applicability, we refine the existing chart element categorization andstandardized 18 classes for chart basic elements, excluding plot elements. OurCACHED method, with the updated category of chart elements, achievesstate-of-the-art performance in our experiments, underscoring the importance ofcontext in chart element detection. Extending our method to the bar plotdetection task, we obtain the best result on the PMC test dataset.$$$$$http://arxiv.org/pdf/2305.04151v1
PhysBench: A Benchmark Framework for Remote Physiological Sensing with  New Dataset and Baseline$  In recent years, due to the widespread use of internet videos, physiologicalremote sensing has gained more and more attention in the fields of affectivecomputing and telemedicine. Recovering physiological signals from facial videosis a challenging task that involves a series of preprocessing, imagealgorithms, and post-processing to finally restore waveforms. We propose acomplete and efficient end-to-end training and testing framework that providesfair comparisons for different algorithms through unified preprocessing andpost-processing. In addition, we introduce a highly synchronized losslessformat dataset along with a lightweight algorithm. The dataset contains over 32hours (3.53M frames) of video from 58 subjects; by training on our collecteddataset both our proposed algorithm as well as existing ones can achieveimprovements.$本文提出了一种完整高效的端到端训练和测试框架，为不同算法提供公平比较，并介绍了一个高度同步的无损格式数据集和轻量级算法，为远程心理生理学信号还原提供了基础。$生理远程感知，视频压缩，数据集，基准，算法比较$$$http://arxiv.org/pdf/2305.04161v1
YOLOCS: Object Detection based on Dense Channel Compression for Feature  Spatial Solidification$  In this study, we examine the associations between channel features andconvolutional kernels during the processes of feature purification and gradientbackpropagation, with a focus on the forward and backward propagation withinthe network. Consequently, we propose a method called Dense Channel Compressionfor Feature Spatial Solidification. Drawing upon the central concept of thismethod, we introduce two innovative modules for backbone and head networks: theDense Channel Compression for Feature Spatial Solidification Structure (DCFS)and the Asymmetric Multi-Level Compression Decoupled Head (ADH). Whenintegrated into the YOLOv5 model, these two modules demonstrate exceptionalperformance, resulting in a modified model referred to as YOLOCS. Evaluated onthe MSCOCO dataset, the large, medium, and small YOLOCS models yield AP of50.1%, 47.6%, and 42.5%, respectively. Maintaining inference speeds remarkablysimilar to those of the YOLOv5 model, the large, medium, and small YOLOCSmodels surpass the YOLOv5 model\'s AP by 1.1%, 2.3%, and 5.2%, respectively.$$$$$http://arxiv.org/pdf/2305.04170v1
Video-Specific Query-Key Attention Modeling for Weakly-Supervised  Temporal Action Localization$  Weakly-supervised temporal action localization aims to identify and localizethe action instances in the untrimmed videos with only video-level actionlabels. When humans watch videos, we can adapt our abstract-level knowledgeabout actions in different video scenarios and detect whether some actions areoccurring. In this paper, we mimic how humans do and bring a new perspectivefor locating and identifying multiple actions in a video. We propose a networknamed VQK-Net with a video-specific query-key attention modeling that learns aunique query for each action category of each input video. The learned queriesnot only contain the actions\' knowledge features at the abstract level but alsohave the ability to fit this knowledge into the target video scenario, and theywill be used to detect the presence of the corresponding action along thetemporal dimension. To better learn these action category queries, we exploitnot only the features of the current input video but also the correlationbetween different videos through a novel video-specific action category querylearner worked with a query similarity loss. Finally, we conduct extensiveexperiments on three commonly used datasets (THUMOS14, ActivityNet1.2, andActivityNet1.3) and achieve state-of-the-art performance.$$$$$http://arxiv.org/pdf/2305.04186v1
Robust Image Ordinal Regression with Controllable Image Generation$  Image ordinal regression has been mainly studied along the line of exploitingthe order of categories. However, the issues of class imbalance and categoryoverlap that are very common in ordinal regression were largely overlooked. Asa result, the performance on minority categories is often unsatisfactory. Inthis paper, we propose a novel framework called CIG based on controllable imagegeneration to directly tackle these two issues. Our main idea is to generateextra training samples with specific labels near category boundaries, and thesample generation is biased toward the less-represented categories. To achievecontrollable image generation, we seek to separate structural and categoricalinformation of images based on structural similarity, categorical similarity,and reconstruction constraints. We evaluate the effectiveness of our new CIGapproach in three different image ordinal regression scenarios. The resultsdemonstrate that CIG can be flexibly integrated with off-the-shelf imageencoders or ordinal regression models to achieve improvement, and further, theimprovement is more significant for minority categories.$$$$$http://arxiv.org/pdf/2305.04213v1
Visual Causal Scene Refinement for Video Question Answering$  Existing methods for video question answering (VideoQA) often suffer fromspurious correlations between different modalities, leading to a failure inidentifying the dominant visual evidence and the intended question. Moreover,these methods function as black boxes, making it difficult to interpret thevisual scene during the QA process. In this paper, to discover critical videosegments and frames that serve as the visual causal scene for generatingreliable answers, we present a causal analysis of VideoQA and propose aframework for cross-modal causal relational reasoning, named Visual CausalScene Refinement (VCSR). Particularly, a set of causal front-door interventionoperations is introduced to explicitly find the visual causal scenes at bothsegment and frame levels. Our VCSR involves two essential modules: i) theQuestion-Guided Refiner (QGR) module, which refines consecutive video framesguided by the question semantics to obtain more representative segment featuresfor causal front-door intervention; ii) the Causal Scene Separator (CSS)module, which discovers a collection of visual causal and non-causal scenesbased on the visual-linguistic causal relevance and estimates the causal effectof the scene-separating intervention in a contrastive learning manner.Extensive experiments on the NExT-QA, Causal-VidQA, and MSRVTT-QA datasetsdemonstrate the superiority of our VCSR in discovering visual causal scene andachieving robust video question answering.$Data Mining Algorithms$Department of Computer Science, University of Illinois at Urbana-Champaign$本文章介绍了数据挖掘算法在数据处理过程中的重要性和应用。$数据挖掘算法$http://arxiv.org/pdf/2305.04224v1
CatFLW: Cat Facial Landmarks in the Wild Dataset$  Animal affective computing is a quickly growing field of research, where onlyrecently first efforts to go beyond animal tracking into recognizing theirinternal states, such as pain and emotions, have emerged. In most mammals,facial expressions are an important channel for communicating information aboutthese states. However, unlike the human domain, there is an acute lack ofdatasets that make automation of facial analysis of animals feasible.  This paper aims to fill this gap by presenting a dataset called Cat FacialLandmarks in the Wild (CatFLW) which contains 2016 images of cat faces indifferent environments and conditions, annotated with 48 facial landmarksspecifically chosen for their relationship with underlying musculature, andrelevance to cat-specific facial Action Units (CatFACS). To the best of ourknowledge, this dataset has the largest amount of cat facial landmarksavailable.  In addition, we describe a semi-supervised (human-in-the-loop) method ofannotating images with landmarks, used for creating this dataset, whichsignificantly reduces the annotation time and could be used for creatingsimilar datasets for other animals.  The dataset is available on request.$animal affective computing, cat, facial expressions, landmark detection$University of Haifa, Israel$本文介绍了一个包含2016张猫脸不同环境及状态下局部关键点注释的数据集CatFLW，描述了对图像标注关键点的一种半监督人机交互方法。此外针对猫疼痛评估的需求，该数据集为后续的猫疼痛识别建立了基础。$动物情感计算、猫、面部表情、局部关键点检测$http://arxiv.org/pdf/2305.04232v1
RFR-WWANet: Weighted Window Attention-Based Recovery Feature Resolution  Network for Unsupervised Image Registration$  The Swin transformer has recently attracted attention in medical imageanalysis due to its computational efficiency and long-range modelingcapability, which enables the establishment of more distant relationshipsbetween corresponding voxels. However, transformer-based models split imagesinto tokens, which results in transformers that can only model and outputcoarse-grained spatial information representations. To address this issue, wepropose Recovery Feature Resolution Network (RFRNet), which enables thetransformer to contribute with fine-grained spatial information and richsemantic correspondences. Furthermore, shifted window partitioning operationsare inflexible, indicating that they cannot perceive the semantic informationover uncertain distances and automatically bridge the global connectionsbetween windows. Therefore, we present a Weighted Window Attention (WWA) toautomatically build global interactions between windows after the regular andcyclic shifted window partitioning operations for Swin transformer blocks. Theproposed unsupervised deformable image registration model, named RFR-WWANet,senses the long-range correlations, thereby facilitating meaningful semanticrelevance of anatomical structures. Qualitative and quantitative results showthat RFR-WWANet achieves significant performance improvements over baselinemethods. Ablation experiments demonstrate the effectiveness of the RFRNet andWWA designs.$$$$$http://arxiv.org/pdf/2305.04236v1
Estimation of control area in badminton doubles with pose information  from top and back view drone videos$  The application of visual tracking to the performance analysis of sportsplayers in dynamic competitions is vital for effective coaching. In racketsports, most previous studies have focused on analyzing and assessing singlesplayers without occlusion in broadcast videos and discrete representations(e.g., stroke) that ignore meaningful spatial distributions. In this work, wepresent the first annotated drone dataset from top and back views in badmintondoubles and propose a framework to estimate the control area probability map,which can be used to evaluate teamwork performance. We present an efficientframework of deep neural networks that enables the calculation of fullprobability surfaces, which utilizes the embedding of a Gaussian mixture map ofplayers\' positions and graph convolution of their poses. In the experiment, weverify our approach by comparing various baselines and discovering thecorrelations between the score and control area. Furthermore, we propose thepractical application of assessing optimal positioning to provide instructionsduring a game. Our approach can visually and quantitatively evaluate players\'movements, providing valuable insights into doubles teamwork.$$$$$http://arxiv.org/pdf/2305.04247v1
Multi-Space Neural Radiance Fields$  Existing Neural Radiance Fields (NeRF) methods suffer from the existence ofreflective objects, often resulting in blurry or distorted rendering. Insteadof calculating a single radiance field, we propose a multi-space neuralradiance field (MS-NeRF) that represents the scene using a group of featurefields in parallel sub-spaces, which leads to a better understanding of theneural network toward the existence of reflective and refractive objects. Ourmulti-space scheme works as an enhancement to existing NeRF methods, with onlysmall computational overheads needed for training and inferring the extra-spaceoutputs. We demonstrate the superiority and compatibility of our approach usingthree representative NeRF-based models, i.e., NeRF, Mip-NeRF, and Mip-NeRF 360.Comparisons are performed on a novelly constructed dataset consisting of 25synthetic scenes and 7 real captured scenes with complex reflection andrefraction, all having 360-degree viewpoints. Extensive experiments show thatour approach significantly outperforms the existing single-space NeRF methodsfor rendering high-quality scenes concerned with complex light paths throughmirror-like objects. Our code and dataset will be publicly available athttps://zx-yin.github.io/msnerf.$$$$$http://arxiv.org/pdf/2305.04268v1
Neural Voting Field for Camera-Space 3D Hand Pose Estimation$  We present a unified framework for camera-space 3D hand pose estimation froma single RGB image based on 3D implicit representation. As opposed to recentworks, most of which first adopt holistic or pixel-level dense regression toobtain relative 3D hand pose and then follow with complex second-stageoperations for 3D global root or scale recovery, we propose a novel unified 3Ddense regression scheme to estimate camera-space 3D hand pose via dense 3Dpoint-wise voting in camera frustum. Through direct dense modeling in 3D domaininspired by Pixel-aligned Implicit Functions for 3D detailed reconstruction,our proposed Neural Voting Field (NVF) fully models 3D dense local evidence andhand global geometry, helping to alleviate common 2D-to-3D ambiguities.Specifically, for a 3D query point in camera frustum and its pixel-alignedimage feature, NVF, represented by a Multi-Layer Perceptron, regresses: (i) itssigned distance to the hand surface; (ii) a set of 4D offset vectors (1D votingweight and 3D directional vector to each hand joint). Following a vote-castingscheme, 4D offset vectors from near-surface points are selected to calculatethe 3D hand joint coordinates by a weighted average. Experiments demonstratethat NVF outperforms existing state-of-the-art algorithms on FreiHAND datasetfor camera-space 3D hand pose estimation. We also adapt NVF to the classic taskof root-relative 3D hand pose estimation, for which NVF also obtainsstate-of-the-art results on HO3D dataset.$3D手部姿态估计、相机空间、神经投票场$1University at Buffalo, 2Microsoft$本文提出了一个基于3D隐式表示的统一框架，用于从单个RGB图像中进行相机空间3D手部姿态估计。作者提出了一种新颖的统一3D密集回归方案，通过在相机视锥体中进行密集3D点投票来估计相机空间3D手部姿态。作者提出的神经投票场（NVF）完全模拟了3D密集局部证据和手部全局几何形状，有助于减轻常见的2D到3D模糊。NVF在FreiHAND数据集上表现优异，并在HO3D数据集上取得了最先进的结果。$3D hand pose estimation, camera-space, neural voting field$http://arxiv.org/pdf/2305.04328v1
